medicine name,bangla name,generic,company,category,strength,dosage form,pack size,sku,barcode,mrp,selling price,purchase price,stock quantity,unit type,batch number,expiry date,prescription required,active,image url,aliases,uses,dosage,side effects,warnings,storage,alternatives
Empagliflozin 25mg Tablet HEAL,,Empagliflozin,Healthcare Pharmaceuticals,Diabetes,25mg,Tablet,10 units/strip,MB-00601,8801602000601,22.05,20.73,16.17,161,tablet,MB240601,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Empagliflozin; Diabetes; Healthcare Pharmaceuticals,Type 2 diabetes and heart failure,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Empagliflozin
Empagliflozin 25mg Tablet DRUG,,Empagliflozin,Drug International,Diabetes,25mg,Tablet,10 units/strip,MB-00602,8801602000602,22.05,20.73,16.17,162,tablet,MB240602,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Empagliflozin; Diabetes; Drug International,Type 2 diabetes and heart failure,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Empagliflozin
Empagliflozin 25mg Tablet ACME,,Empagliflozin,Acme Laboratories,Diabetes,25mg,Tablet,10 units/strip,MB-00603,8801602000603,22.05,20.73,16.17,163,tablet,MB240603,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Empagliflozin; Diabetes; Acme Laboratories,Type 2 diabetes and heart failure,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Empagliflozin
Empagliflozin 25mg Tablet GENE,,Empagliflozin,General Pharmaceuticals,Diabetes,25mg,Tablet,10 units/strip,MB-00604,8801602000604,22.05,20.73,16.17,164,tablet,MB240604,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Empagliflozin; Diabetes; General Pharmaceuticals,Type 2 diabetes and heart failure,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Empagliflozin
Empagliflozin 25mg Tablet BEAC,,Empagliflozin,Beacon Pharmaceuticals,Diabetes,25mg,Tablet,10 units/strip,MB-00605,8801602000605,22.05,20.73,16.17,165,tablet,MB240605,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Empagliflozin; Diabetes; Beacon Pharmaceuticals,Type 2 diabetes and heart failure,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Empagliflozin
Empagliflozin 25mg Tablet POPU,,Empagliflozin,Popular Pharmaceuticals,Diabetes,25mg,Tablet,10 units/strip,MB-00606,8801602000606,22.05,20.73,16.17,166,tablet,MB240606,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Empagliflozin; Diabetes; Popular Pharmaceuticals,Type 2 diabetes and heart failure,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Empagliflozin
Empagliflozin 25mg Tablet NUVI,,Empagliflozin,Nuvista Pharma,Diabetes,25mg,Tablet,10 units/strip,MB-00607,8801602000607,22.05,20.73,16.17,167,tablet,MB240607,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Empagliflozin; Diabetes; Nuvista Pharma,Type 2 diabetes and heart failure,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Empagliflozin
Empagliflozin 25mg Tablet ORIO,,Empagliflozin,Orion Pharma,Diabetes,25mg,Tablet,10 units/strip,MB-00608,8801602000608,22.05,20.73,16.17,168,tablet,MB240608,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Empagliflozin; Diabetes; Orion Pharma,Type 2 diabetes and heart failure,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Empagliflozin
Amlodipine 5mg Tablet SQUA,,Amlodipine,Square Pharmaceuticals,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00609,8801602000609,18.70,17.58,13.71,169,tablet,MB240609,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Square Pharmaceuticals,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet BEXI,,Amlodipine,Beximco Pharmaceuticals,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00610,8801602000610,18.70,17.58,13.71,170,tablet,MB240610,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Beximco Pharmaceuticals,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet INCE,,Amlodipine,Incepta Pharmaceuticals,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00611,8801602000611,18.70,17.58,13.71,171,tablet,MB240611,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Incepta Pharmaceuticals,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet RENA,,Amlodipine,Renata Limited,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00612,8801602000612,18.70,17.58,13.71,172,tablet,MB240612,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Renata Limited,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet OPSO,,Amlodipine,Opsonin Pharma,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00613,8801602000613,18.70,17.58,13.71,173,tablet,MB240613,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Opsonin Pharma,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet ESKA,,Amlodipine,Eskayef Pharmaceuticals,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00614,8801602000614,18.70,17.58,13.71,174,tablet,MB240614,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Eskayef Pharmaceuticals,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet ACI,,Amlodipine,ACI Limited,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00615,8801602000615,18.70,17.58,13.71,175,tablet,MB240615,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; ACI Limited,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet ARIS,,Amlodipine,Aristopharma,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00616,8801602000616,18.70,17.58,13.71,176,tablet,MB240616,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Aristopharma,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet HEAL,,Amlodipine,Healthcare Pharmaceuticals,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00617,8801602000617,18.70,17.58,13.71,177,tablet,MB240617,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Healthcare Pharmaceuticals,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet DRUG,,Amlodipine,Drug International,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00618,8801602000618,18.70,17.58,13.71,178,tablet,MB240618,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Drug International,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet ACME,,Amlodipine,Acme Laboratories,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00619,8801602000619,18.70,17.58,13.71,179,tablet,MB240619,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Acme Laboratories,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet GENE,,Amlodipine,General Pharmaceuticals,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00620,8801602000620,18.70,17.58,13.71,180,tablet,MB240620,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; General Pharmaceuticals,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet BEAC,,Amlodipine,Beacon Pharmaceuticals,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00621,8801602000621,18.70,17.58,13.71,181,tablet,MB240621,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Beacon Pharmaceuticals,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet POPU,,Amlodipine,Popular Pharmaceuticals,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00622,8801602000622,18.70,17.58,13.71,182,tablet,MB240622,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Popular Pharmaceuticals,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet NUVI,,Amlodipine,Nuvista Pharma,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00623,8801602000623,18.70,17.58,13.71,183,tablet,MB240623,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Nuvista Pharma,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 5mg Tablet ORIO,,Amlodipine,Orion Pharma,Heart & Blood Pressure,5mg,Tablet,10 units/strip,MB-00624,8801602000624,18.70,17.58,13.71,184,tablet,MB240624,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Orion Pharma,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 10mg Tablet SQUA,,Amlodipine,Square Pharmaceuticals,Heart & Blood Pressure,10mg,Tablet,10 units/strip,MB-00625,8801602000625,20.10,18.89,14.73,185,tablet,MB240625,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Square Pharmaceuticals,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 10mg Tablet BEXI,,Amlodipine,Beximco Pharmaceuticals,Heart & Blood Pressure,10mg,Tablet,10 units/strip,MB-00626,8801602000626,20.10,18.89,14.73,186,tablet,MB240626,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Beximco Pharmaceuticals,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 10mg Tablet INCE,,Amlodipine,Incepta Pharmaceuticals,Heart & Blood Pressure,10mg,Tablet,10 units/strip,MB-00627,8801602000627,20.10,18.89,14.73,187,tablet,MB240627,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Incepta Pharmaceuticals,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 10mg Tablet RENA,,Amlodipine,Renata Limited,Heart & Blood Pressure,10mg,Tablet,10 units/strip,MB-00628,8801602000628,20.10,18.89,14.73,188,tablet,MB240628,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Renata Limited,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 10mg Tablet OPSO,,Amlodipine,Opsonin Pharma,Heart & Blood Pressure,10mg,Tablet,10 units/strip,MB-00629,8801602000629,20.10,18.89,14.73,189,tablet,MB240629,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Opsonin Pharma,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
Amlodipine 10mg Tablet ESKA,,Amlodipine,Eskayef Pharmaceuticals,Heart & Blood Pressure,10mg,Tablet,10 units/strip,MB-00630,8801602000630,20.10,18.89,14.73,190,tablet,MB240630,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Amlodipine; Heart & Blood Pressure; Eskayef Pharmaceuticals,Hypertension and angina,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Amlodipine
